-0.00674009,0.0032384
1.96722,-2.23068
-2.19655,0.415966
-0.917675,5.76297
5.85367,6.11129
9.96902,0.0193916
-3.90246,1.75578
-2.90758,-3.7633
-2.7212,0.355835
2.48844,1.07491
4.19239,0.839104
1.74611,2.46131
-2.3101,2.89989
-1.64841,-1.00187
-3.48386,-2.74303
1.58199,-3.20582
3.66021,-2.50163
5.98377,3.42126
-3.00898,3.18873
-0.478576,1.58899
-3.41322,-3.03205
-2.37547,-3.03166
0.346678,-0.379648
1.52944,3.01885
4.35008,4.29493
1.37401,-0.0627265
0.808427,0.693311
-2.00086,2.62322
1.28984,3.82758
4.37223,0.502388
0.0450547,9.91234
5.51503,1.12303
-0.539192,1.13104
-4.84742,4.55457
-0.0244173,5.12177
9.88609,9.87322
